id,SourceBook,PageNoStart,PageNoEnd,SurahNo,Ayah,ScientificTopicTextEnglish,Volume,ScientificTopicTextArabic,TafsirID
136,Tafsir Ayat Al Konia,91,100,56,60,"Allah (Exalted is He) has decreed death upon His servants, each according to their appointed term. Modern science affirms that within every living cell exists a mechanism that controls its lifespan, manifested as a terminal cap on each chromosome. This cap diminishes in length with each division, and when it reaches a certain limit, cell division ceases, leading to the death of the living cell.",4,الله (تعالى) قدَّر الموت على العباد - كل حسب أجله - وتثبت العلوم الحديثة أن بداخل كل خلية حية آلية خاصة تتحكم في عمرها على هيئة غطاء طرفى لكل جسم صبغى فى نهايته، وهذا الغطاء يتناقص طوله مع كل انقسام، فإذا وصل طوله إلى حد معين توقفت عمليات الانقسام، وماتت الخلية الحية,TAAK_4_56_60
137,Tafsir Ayat Al Konia,101,112,56,68-70,"The sending down of rainwater from the Muzn (plural of Muznah, which is the white cloud saturated with water droplets, or the luminous cloud, meaning: full of lightning, or the rain-bearing cloud). This is a fact. The second fact is sending the rain down as fresh, sweet water. Had Allah (the Exalted) willed, He would have made it salty and bitter (Milh Ajaj), yet the servants do not thank Allah for His",4,إنزال ماء المطر من المزن (جمع مُزْنَة، وهي السحابة البيضاء، المشبعة بقطيرات الماء، أو المضيئة، أي: المليئة بالبرق، أو الممطرة)، هذه حقيقة، والحقيقة الثانية هي إنزال المطر عذبا زلالا، ولو شاء الله (تعالى) لجعله ملحا أجاجا، أي مالحا مرا، والعباد لا يشكرون الله على نعمائه,TAAK_4_56_68-70
138,Tafsir Ayat Al Konia,113,124,56,71,"The reference to granting green trees the ability to store a portion of the sun's energy in the form of chemical bonds that constitute all forms of fuel for humans. Fuel is the source of fire, and fire is one of the energy sources necessary to meet human needs",4,الإشارة إلى إعطاء الشجر الأخضر إمكانية خزن جزء من طاقة الشمس على هيئة عدد من الروابط الكيميائية التى تشكل كل صور الوقود للإنسان، والوقود هو مصدر النار، والنار من مصادر الطاقة اللازمة لسد احتياجات الإنسان,TAAK_4_56_71
139,Tafsir Ayat Al Konia,125,134,56,75-76,"The reference to one of the dazzling facts of the universe, which states: Due to the vast distances separating the stars of the sky from our earth, humans on this earth never actually see the stars [as they exist now], but rather see locations they passed through and then left. Therefore, all these locations are relative and not absolute",4,الإشارة إلى إحدى حقائق الكون المبهرة، والتى تقول: إنه نظرا للأبعاد الشاسعة التى تفصل نجوم السماء عن أرضنا، فإن الإنسان على هذه الأرض لا يرى النجوم أبدا، ولكنه يرى مواقع مرت بها ثم غادرتها، وعلى ذلك فهذه المواقع كلها نسبية وليست مطلقة,TAAK_4_56_75-76
140,Tafsir Ayat Al Konia,139,148,57,25,"Confirmation that the element of iron was ""sent down"" just as all forms of divine revelation were sent down, and that it is characterized by its ""severe strength"" (Ba's Shadid) and its many benefits for people. [Includes] a statement and explanation of how this ""sending down"" occurred, the nature of its severe strength, and its benefits for people",4,التأكيد على أن عنصر الحديد قد أنزل إنزالا كما أنزلت جميع صور الوحى السماوى، وأنه يمتاز ببأسه الشديد، ومنافعه العديدة للناس.. وبيان وشرح كيفية هذا الإنزال، وطبيعة بأسه الشديد، ومنافعه للناس,TAAK_4_57_25
141,Tafsir Ayat Al Konia,153,166,65,12,"Confirmation of the fact that the heavens are seven corresponding layers, the outer enveloping the inner, and that they all differentiated from the initial smoky heaven at the beginning of the universe's creation. Also, that the Earth consists of seven corresponding layers, the outer enveloping the inner, and that they differentiated from the inner Earth",4,التأكيد على حقيقة أن السماوات سبع متطابقة، يغلف الخارج منها الداخل، وأنها جميعا قد تمايزت عن السماء الدخانية الأولى في بدء خلق الكون، وأن الأرض سبع متطابقة كذلك، يغلف الخارج منها الداخل، وأنها قد تمايزت عن الأرض الداخلية,TAAK_4_65_12
142,Tafsir Ayat Al Konia,171,180,67,19,"Explanation of the methods of bird flight in the sky, sometimes with stationary wings, and other times with wings moving up and down, being folded and spread at high speeds",4,بيان طرائق تحليق الطيور فى السماء، تارة بجناحين ساكنين، وتارة أخرى بجناحين متحركين إلى أعلى وإلى أسفل، يُضمان ثم يُبسطان بسرعات فائقة,TAAK_4_67_19
143,Tafsir Ayat Al Konia,185,190,69,11,"Proof that the correct location where Noah's Ark came to rest is ""Mount Judi,"" located 250 miles southwest of ""Mount Ararat,"" which represents the highest peak in the mountain ranges of southern Turkey; as its height exceeds seven thousand feet above sea level. Remnants of Noah's Ark have been found on this peak, buried in freshwater sediments. [Also included is] an explanation of how the ""Second Human Wave""—of which we are a part until the Hour [Day of Judgment]—is a remnant of the collective genetic traits that Allah (Glorified and Exalted be He) created in the loins of our father Adam (peace be upon him), and in the loins of Noah (peace be upon him) and those who were saved with him.",4,إثبات أن الموقع الصحيح لاستواء سفينة نوح هو «جبل الجودي»، على بعد ٢٥٠ ميلا إلى الجنوب الغربى من «جبل أرارات»، وهو يمثل أعلى قمة فى سلسلة جبال جنوب تركيا؛ إذ يزيد ارتفاعه على  سبعة آلاف قدم فوق مستوى سطح البحر، وقد وجدت فى هذه القمة بقايا سفينة نوح التى وجدت مطمورة فى رسوبيات مياه عذبة. وبيان كيف أن «الموجة البشرية الثانية» - والتى نحن منها، وإلى قيام الساعة - هى فضلة من مجموع المورثات التى خلقها الله (سبحانه وتعالى) فى صلب أبينا «آدم» (عليه السلام)، وفى أصلاب كل من «نوح» (عليه السلام) والناجين معه,TAAK_4_69_11
144,Tafsir Ayat Al Konia,191,200,69,38-39,"Existence is divided into two realms: the visible world, which encompasses everything that the human eye can see unaided or through lenses and microscopes, and the realm of the unseen, which is further divided into the temporary unseen and the absolute unseen known only to Allah (Glorified and Exalted be He).",4,انقسام الوجود إلى عالمين، وهما عالم الشهادة المنظور، ويشمل كل ما تراه عينا الإنسان المجردتان أو بالعدسات والمجاهر المكبرة، وعالم الغيب المنظور، وهو مرحلى، وعالم الغيب المطلق الذى لا يعلمه إلا الله (سبحانه وتعالى),TAAK_4_69_38-39
145,Tafsir Ayat Al Konia,205,212,70,40,"Since the addressees of the Noble Qur'an are the inhabitants of the earth, the concept of the east and west refers to the easts and wests of the earth. As Allah (Glorified and Exalted be He) is the Lord of the heavens and the earth and all that is between them, the alteration of the easts and wests must encompass all the easts and wests of celestial bodies. Herein lies the explanation of the easts and wests of the earth, as well as the easts and wests of everything in the universe.",4,حيث إن المخاطبين فى القرآن الكريم هم أهل الأرض، فإن مفهوم المشارق والمغارب هو مشارق الأرض ومغاربها، ولما كان الله (سبحانه وتعالى) هو رب السماوات والأرض وما بينهما.. فإن تغيير المشارق والمغارب يجب أن يشمل كل مشارق أجرام السماء ومغاربها.. وهنا يأتى شرح ماهية مشارق الأرض ومغاربها.. وكذالك المشارق والمغارب لكل ما فى الكون,TAAK_4_70_40
146,Tafsir Ayat Al Konia,217,228,71,13-14,"The human body consists of trillions of cells that are invisible to the naked eye, and each of these cells operates with a precision that the largest factories built by humans are unable to replicate. For every cell, there is a nucleus that represents the thinking mind of the cell, because it stores within it all its specific genetic traits in the form of a number of minute particles called ""chromosomes"". The number of chromosomes in a living cell is one of the determining factors for every type of plant, animal, or human life. The number of chromosomes in the human cell is forty-six (46), arranged in twenty-three (23) pairs within the nuclei of all cells, except for the reproductive cells which carry half of this number. When the man's sperm unites with the ovum, the number of chromosomes is completed in the mixed ""Nutfah Amshaj"" (mingled drop).",4,جسد الإنسان يتكون من تريليونات الخلايا التى لا ترى بالعين المجردة، وكل خلية من هذه الخلايا تعمل بإحكام تعجز أكبر المصانع التى بناها الإنسان عن محاكاة الدقة التى تعمل بها كل من هذه الخلايا، ولكل خلية نواة تمثل العقل المفكر للخلية؛ لأنها تختزن بداخلها كل الصفات الوراثية الخاصة بها على هيئة عدد من الجسيمات الدقيقة تسمى «الجسيمات الصبغية» وعدد الصبغيات فى الخلية الحية من العوامل المحددة لكل نوع من أنواع الحياة النباتية أو الحيوانية أو الإنسانية. وعدد الصبغيات فى الخلية البشرية ستة وأربعون (٤٦) مرتبة فى ثلاثة وعشرين زوجا (٢٣) فى نوى كل الخلايا ما عدا خلايا التكاثر التى تحمل نصف هذا العدد، فإذا ما اتحدت نطفة الرجل مع البييضة تكامل عدد الصبغيات فى «النطفة الأمشاج» المختلطة,TAAK_4_71_13-14
147,Tafsir Ayat Al Konia,233,240,75,4,"The formation of the human fingertips, the fingerprints, is truly a miraculous matter, representing the seal with which the structure of his body is completed while he is still a fetus in his mother's womb, not yet beyond the third month of his age. Even more astonishing is that Allah (Glorified and Exalted be He) is capable of gathering the bones after they have decomposed and is indeed capable of reconstructing the fingertips of the deceased upon resurrection, with the detailed fingerprints that distinguished him throughout his life.",4,تسوية بنان الإنسان - بصمات أصابعه - من الأمور المعجزة فعلا، والتى تمثل الخاتم الذى ختم به بناء جسده، وهو لم يزل جنينا فى بطن أمه لم يتجاوز الشهر الثالث من عمره، بل والأكثر إعجازا حقا أن الله (سبحانه وتعالى) قادر على جمع العظام بعد تحللها، بل قادر على تسوية بنان الميت عند بعثه، بتفاصيل بصمته التى ميزته طيلة حياته.,TAAK_4_75_4
148,Tafsir Ayat Al Konia,245,250,76,1,"Scientists estimate the age of the universe to be more than ten billion years, and they estimate the age of the earth on which we live to be more than four billion six hundred million years. They also estimate the age of humanity that has lived on this earth to be no more than one-fifty- thousandth of its age. These proportions and the various mentioned and astonishing ages indicate the extreme brevity of human life, whether on earth or in the entire universe. If we mention that an Irish Anglican priest suggested that the earth was created at exactly ten o'clock in the morning on the twenty-third of October in the year 4004 BCE, based on his analysis of the Old and New Testaments, we would realize the superiority of the Noble Qur'an over other texts.",4,يقدر العلماء عمر الكون بأكثر من عشرة آلاف مليون سنة، كما يقدرون عمر الأرض التى نعيش عليها بأكثر من أربعة آلاف وستمائة مليون سنة مضت، وكذالك يقدرون عمر الإنسان الذى عاشه على هذه الأرض بما لا يتجاوز واحدا من خمسين ألفا من عمرها، وهذه النسبة والأعمار المختلفة المذكورة والمذهلة تدل على الصغر المتناهي لعمر الإنسان، سواء على الأرض، أو فى الكون كله، ولو ذكرنا أن قسًّا إنجيليا أيرلنديا قد أشار بأن الأرض قد خلقت فى تمام الساعة العاشرة من صباح الثالث والعشرين من أكتوبر سنة ٤٠٠٤ قبل الميلاد!!! بناء على تحليله للعهدين القديم والجديد، لأدركنا فضل القرآن الكريم على غيره.,TAAK_4_76_1
149,Tafsir Ayat Al Konia,251,256,76,2,"How the Noble Qur'an preceded all acquired knowledge in affirming that the human being is created from both the man's fluid and the woman's fluid (the Nutfah Amshaj or mixed drop), and that [was] more than twelve centuries ago.",4,كيف سبق القرآن الكريم لجميع المعارف المكتسبة فى التأكيد على أن الإنسان يُخلق من كل من ماء الرجل وماء المرأة (النطفة الأمشاج أو المختلطة) وذلك بأكثر من اثنى عشر قرنا,TAAK_4_76_2
150,Tafsir Ayat Al Konia,261,272,77,20-23,"Confirmation that the creation of the human being is from a ""despised fluid"" due to the connection of the reproductive and urinary systems to one another—a connection that makes them effectively one system; then, an explanation of how the fetus grows in a ""secure dwelling"" (Qarar Makin), which is the mother's womb, until a ""known measure"" that Allah (Glorified be He) has decreed for the growth of the fetus in its various stages.",4,التأكيد على أن خلق الإنسان من ماء مهين لارتباط الجهازين التناسلي والبولى ببعضهما ارتباطا يجعل منهما جهازا واحدا، ثم شرح كيفية نمو الجنين فى قرار مكين، وهو رحم الأم، وذلك إلى قدر معلوم قدَّره الله (سبحانه) لنمو الجنين بمختلف أطواره.,TAAK_4_77_20-23
151,Tafsir Ayat Al Konia,277,286,78,6-7,"In the early stages of the Earth's creation, its surface was covered with a series of mountain chains and belts, rendering it too rugged for habitation. Subsequently, processes of weathering, erosion, and degradation began to wear down these mountain formations, thus preparing the Earth's surface for human settlement. It has also been observed that mountain ranges possess deep roots within the Earth's crust, extending several times the height of these mountains above the surface. This contributes to the Earth's stability, preventing it from wobbling as it rotates on its axis and orbits the sun. Thus, mountains are aptly described as ""stakes,"" with only a small portion visible above the ground and much more beneath it.",4,فى بدايات مرحلة خلق الأرض فلقد كسا سطحها مجموعات من السلاسل والأحزمة الجبلية، مما جعل سطحها على درجة من وعورة التضاريس لا تسمح بعمرانها، ثم بدأت عمليات التجوية والتحات والتعرية فى بَرْي تلك المجموعات الجبلية، وبذلك كانت تعد تمهيدا لسطح الأرض لعمارة الإنسان لها، كما لوحظ أن سلاسل الجبال لها جذور غائرة فى القشرة الأرضية تزيد على أضعاف ارتفاع هذه الجبال فوق سطح الأرض، مما يساعد الأرض على الثبات وعدم الترنح فى دورانها حول محورها وحول الشمس، وبذلك ينطبق على الجبال وصف «الأوتاد» حيث يظهر قليل منه فوق الأرض، والكثير منه تحت الأرض، ويعمل على تثبيتها,TAAK_4_78_6-7
152,Tafsir Ayat Al Konia,287,300,78,14,"The term ""al-mu'sirat"" refers to clouds saturated with water vapor and droplets, typically massive stratiform and cumuliform clouds. These are formed by the decree of Allah (Exalted is He) through intense cyclones and storms, characterized by heavy rainfall accompanied by ""lightning"" and ""thunder,"" as well as hail and snow. The ""al-mu'sirat"" are prepared to release abundant (intense) water, which may continue to fall for several consecutive days without interruption.",4,«المعصرات» هى السحب المشبعة ببخار الماء وقطيراته، وهى عادة سحب طباقية وركامية عملاقة، تُكونها بتدبير من الله (تعالى) الأعاصير والزوابع الشديدة، وتتميز بغزارة الأمطار التى يصاحبها «البرق» و«الرعد»، كذلك تكوّن كل من البَرَد والثلج. و«المعصرات» مهيأة لإسقاط الماء الغزير (الثجاج) والذى قد يستمر فى السقوط إلى عدة أيام بدون انقطاع,TAAK_4_78_14
153,Tafsir Ayat Al Konia,305,314,79,30-31,"The planet Earth is the richest in water among the planets of our solar system, with water covering more than a third of its surface. Scientists have long been puzzled by how such a vast amount of water accumulated on Earth's surface, questioning its origin and formation. However, numerous pieces of evidence gathered by scientists confirm that all of Earth's water was originally expelled from its interior and continues to emerge from within the Earth through volcanic eruptions.",4,كوكب الأرض هو أغنى كواكب مجموعتنا الشمسية فى المياه، حيث يغطى الماء أكثر من ثلثى مساحته. وقد حار العلماء منذ القدم فى تفسير كيفية تجمع هذا الكم الهائل من المياه على سطح الأرض، ومن أين أتى ؟ وكيف نشأ ؟.. إلا أن الشواهد العديدة التى تجمعت لدى العلماء تؤكد أن كل ماء الأرض قد أخرج أصلا من جوفها، ولا يزال خروجه مستمرا من داخل الأرض عبر الثورات البركانية,TAAK_4_79_30-31
154,Tafsir Ayat Al Konia,315,326,79,32-33,Is the creation of humankind a more formidable achievement than the spreading out of the Earth and the extraction of its water and pasture from within? And is this weak creature a greater creation than the establishment of the mountains?,4,هل خلق الإنسان أشد إنجازا من دحو الأرض، إخراج كل من مائها ومرعاها من داخلها؟ وهل هذا المخلوق الضعيف أشد خلقا من إرساء الجبال على سطح الأرض، وإرساء الأرض بالجبال كى لا تميد ولا تضطرب بسكانها تحقيقا لسلامة العيش عليها؟!!,TAAK_4_79_32-33
155,Tafsir Ayat Al Konia,331,344,80,24,"Should not a person reflect upon their sustenance and engage their mind? Undoubtedly, they will perceive and comprehend the extent of Allah's (Glorified and Exalted be He) blessings upon them, and indeed upon all of Allah's (Glorified) creatures on the face of the earth. This begins with the descent of rain upon the earth's surface, then its splitting and the growth of all that is necessary for human sustenance and nourishment of every kind and color, so that they may live and give thanks to Allah (Majestic and Sublime) for His bounties.",4,أن ينظر الإنسان إلى طعامه ويعمل فكره، فإنه لا ريب سوف يرى ويدرك مدى نعمة الله (سبحانه وتعالى) عليه، بل وعلى كل مخلوقات الله (سبحانه) على وجه الأرض، ذلك بداية من إنزال ماء المطر على سطح الأرض، ثم شقها وإنبات كل ما يلزم الإنسان من طعام وغذاء على كل نوع ولون كى يحيا.. ويشكر الله (جل وعلا) نعماءه,TAAK_4_80_24
156,Tafsir Ayat Al Konia,349,362,81,15-16,"The ""black hole"" is one of the celestial bodies characterized by its immense density and intense gravitational pull, such that neither matter nor various forms of energy—including light—can escape its grasp. A black hole is bounded by a surface known as the ""event horizon,"" and anything that falls within this horizon cannot exit or send any signal across its boundaries. The question arises: how is this celestial body, the ""black hole,"" formed, and how does it possess all these attributes that allow it to ""sweep"" and engulf everything that approaches it?",4,«الثقب الأسود» هو أحد أجرام السماء التى تتميز بكثافتها الفائقة وجاذبيتها الشديدة، بحيث لا يمكن للمادة ولا لمختلف صور الطاقة - ومنها الضوء - أن تفلت من أسره، ويحد الثقب الأسود سطح عرف باسم «أفق الحدث»، وكل ما يسقط داخل هذا الأفق لا يمكنه الخروج منه، أو إرسال أية إشارة عبر حدوده. والسؤال: كيف يتكون هذا الجرم السماوى «الثقب الأسود»، وكيف تكون له كل هذه الصفات التى بها «يكنس» ويبتلع كل ما يقترب منه؟!,TAAK_4_81_15-16
157,Tafsir Ayat Al Konia,367,378,82,6-7,"""Creation"" is the innovation of something without any prior example, and this can include the creation of the first human. Creation may involve bringing something into existence from something else, which encompasses all stages of the human embryo. ""Fashioning"" involves the complete preparation of the mixed drop to become a successful embryo with specific characteristics, which is a stage after the mixed drop and before the soul is breathed into it. This fashioning occurs during the stages of the clinging clot and the chewed lump. ""Shaping,"" as mentioned in the Noble Qur'an, is the stage of creating bones and clothing them with flesh, where the embryo begins to assume a balanced form and acquires the initial human shape characterized by much symmetry.",4,«الخلق» هو إبداع شىء على غير مثال سابق، ويمكن أن يشمل ذلك خلق الإنسان الأول، والخلق قد يكون إيجاد شىء من شىء آخر، وهذا يشمل كل مراحل الجنين الإنساني. والتسوية تشمل تهيئة النطفة الأمشاج تهيئة كاملة لكي تكون جنينا ناجحا بصفات محددة، وهى مرحلة بعد طور النطفة الأمشاج وقبل نفخ الروح، أي أن التسوية تتم فى مرحلتى العلقة والمضغة. والتعديل كما جاء فى القرآن الكريم هو مرحلة خلق العظام وكسوتها باللحم، حيث يأخذ الجنين فى الاعتدال واكتساب الهيئة الآدمية الأولية التى تتميز بكثير من التناسق,TAAK_4_82_6-7
158,Tafsir Ayat Al Konia,373,394,85,1,"What are the ""constellations"" (Al-Buruj) in the sky, and what is their importance for the stability of life on Earth, to which Allah (Blessed and Exalted be He) intended to draw our attention?!! For He (Glorified be He) named a chapter of the Qur'an after them.",4,ما هى «البروج» التى فى السماء، وما هى أهميتها لاستقامة الحياة  على الأرض، والتى أراد الله (تبارك وتعالى) تنبيهنا إليها؟!! فسمى (سبحانه) سورة من سور القرآن باسمها.,TAAK_4_85_1
159,Tafsir Ayat Al Konia,399,410,86,1-3,"The meaning of ""Al-Tariq"" (The Night Comer), the Piercing Star, is not revealed except through precise knowledge of the nature of stars, their types, and the stages of their formation; because this is a purely scientific matter. As is the nature of all cosmic references in the Noble Qur'an, scientific knowledge must be employed to understand their indications, as those indications cannot be clarified within the linguistic framework alone.",4,معنى الطارق، النجم الثاقب لا ينجلى إلا بمعرفة دقيقة لطبيعة النجوم وأنواعها ومراحل تكونها؛ لأن هذه قضية علمية صرفة، وكطبيعة كل الإشارات الكونية فى القرآن الكريم، لا بد من توظيف المعارف العلمية لفهم دلالاتها، حيث لا يمكن لتلك الدلالات أن تتضح فى الإطار اللغوى وحده,TAAK_4_86_1-3
160,Tafsir Ayat Al Konia,411,418,86,5-7,"A statement and explanation of how the human being is created from a gushing fluid, as the fluid of both the man and the woman exits gushing from the reproductive glands of each (the testes and the ovaries). Both the testis and the ovary, at the beginning of their formation, are adjacent to the ""kidneys"" and lie between the ""backbone"" (Al-Sulb) and the ""ribs"" (Al-Tara'ib), meaning approximately between the middle of the ""spinal column""... and opposite the lower ribs.",4,بيان وشرح كيف يخلق الإنسان من ماء دافق، حيث إن ماء كل من الرجل والمرأة يخرج متدفقا من الغدد التناسلية لكل منهما (الخصيتين والمبيضين)، وكل من الخصية والمبيض فى بدء تكونهما يجاور «الكلى» ويقع بين «الصلب» و«الترائب»، أى ما بين منتصف «العمود الفقرى» تقريبا.. ومقابل أسفل الضلوع,TAAK_4_86_5-7
161,Tafsir Ayat Al Konia,419,430,86,11,«رجع السماء» لا يمكن أن يكون المقصود منه «ماء المطر» فقط - على عظيم أهميته - وإنما يكون لأشياء أكثر شمولا وفائدة لاستمرار الحياة على سطح الأرض، فما هو رجع السماء الذى أقسم به الله (جل وعلا) - وهو الغنى عن القسم,4,"The ""return of the sky"" cannot be intended to mean ""rainwater"" alone—despite its immense importance—but rather encompasses more comprehensive and beneficial elements for the continuation of life on the surface of the earth. So what is the return of the sky that Allah (Glorious and Exalted is He) swore by—though He is free from the need to swear?",TAAK_4_86_11
162,Tafsir Ayat Al Konia,431,444,86,12,"Among the correct meanings understood by the early scholars from the Qur'anic oath by ""the earth with fissures"" is the meaning of its cracking open for vegetation, i.e., its splitting for it. However, since the term ""earth"" has appeared in the Noble Qur'an to mean the soil covering the rocks of the land, the landmasses we live on, and the planet Earth as a specific celestial unit, the oath by ""the earth with fissures"" must hold significance in each meaning of the earth. What is the explanation and clarification of all this?",4,من المعانى الصحيحة التى فهمها الأولون من القَسَم القرآنى بـ«الأرض ذات الصدع» معنى انصداعها عن النبات، أي انشقاقها عنه، ولكن لما كانت لفظة الأرض قد جاءت فى القرآن الكريم بمعنى التربة التى تغطى صخور اليابسة، وبمعنى كتل اليابسة التى نحيا عليها، وبمعنى كوكب الأرض كوحدة فلكية محددة، فإن القَسَم بـ«الأرض ذات الصدع» لا بد أن تكون له دلالة فى كل معنى من معانى الأرض. فما هو الشرح والتوضيح لكل ذلك؟,TAAK_4_86_12
163,Tafsir Ayat Al Konia,449,458,88,17,"An explanation and clarification of how ""camels"" were and still are among the essential animals in the desert environment; because Allah (the Exalted) has endowed them with a measure of physical, anatomical, and functional traits that distinguish them from other placental ruminant mammals in general, and from cattle, deer, and giraffes—which animal taxonomists place with camels in a single group known specifically as the ""placental ruminant mammals"" group, or what is called ""even-toed ungulates"".",4,شرح وبيان كيف أن «الإبل» كانت وما تزال من الحيوانات الأساسية فى البيئة الصحراوية ؛ لأن الله (تعالى) قد زودها بقدر من الصفات البدنية والتشريحية والوظائفية التى تميزها عن غيرها من الحيوانات الثديية المشيمية المجترة بصفة عامة ، وعن الأبقار والغزلان والزرافات التى يضعها علماء تصنيف الحيوان مع الجمال فى مجموعة واحدة تعرف باسم «مجموعة الحيوانات الثديية المشيمية المجترة» بصفة خاصة ، أو ما يسمى باسم «ذوات الحافر مزدوج الأصابع» ,TAAK_4_88_17
164,Tafsir Ayat Al Konia,463,476,91,1,"The ""sun"" is the closest and most beneficial star to us. What is the ""sun""? What about its internal structure, which makes it a nuclear furnace? Atmospheric pressure leads to the fusion of hydrogen atoms, transforming into helium gas, with temperatures reaching 15 million degrees Kelvin! What is the significance of the ""sun's forenoon"" for the continuity of life on Earth?",4,«الشمس» أقرب نجوم السماء إلينا وأنفعها لنا ، فما هى «الشمس» ؟ وماذا عن بنيتها الداخلية ، والتى بها تعتبر فرنا ذريا هائلا ؟ !.. وكيف يصل الضغط داخلها إلى ستة من مائة مليون من الضغط الجوى ، ثم يحدث الاندماج لذرات الإيدروجين متحولا إلى غاز الهيليوم وتصل درجة الحرارة إلى ١٥ مليون درجة مطلقة !.. ثم ما أهمية «ضحى الشمس» لاستقامة الحياة على الأرض ؟ !,TAAK_4_91_1
165,Tafsir Ayat Al Konia,477,488,91,2,"An aspect of divine power is evident in the creation of the moon, and the value of this small satellite of Earth lies in its illumination once the sun has set. The moon follows the sun in its setting and rising, along with the phenomena accompanying the moon's movement. There is also an explanation of the moon's internal structure.",4,جانب من جوانب القدرة الإلهية فى إبداع خلق القمر ، وقيمة هذا التابع الصغير للأرض فى إنارتها بمجرد غياب الشمس ، وموالاة القمر للشمس فى غروبه وشروقه ، والظواهر المصاحبة لحركة القمر. وشرح للبناء الداخلى للقمر,TAAK_4_91_2
166,Tafsir Ayat Al Konia,489,496,91,3,"Daylight reveals the sun because what makes the sun visible to the human eye is the extensive reflection of its light onto Earth, scattering among the solid, liquid, and gaseous particles present in the lower part of Earth's atmosphere (up to about two hundred kilometers above sea level). Beyond this height, absolute darkness prevails!. Thus, it is daylight that reveals the sun to us, not the sun itself that...",4,النهار هو الذى يجلى الشمس ؛ لأن الذى يجلى الشمس لعين الإنسان هو كثرة انعكاس الضوء الصادر منها إلى الأرض ، وتشتته على الجسيمات الصلبة والسائلة والغازية الموجودة فى نطاق الجزء الأسفل من الغلاف الغازى للأرض (إلى حوالى مائتى كيلومتر فوق مستوى سطح الأرض) ، وفوق هذا الارتفاع يسود الظلام الدامس ! ! أي أن النهار هو الذى يجلى لنا الشمس ، وليست الشمس هى التى تجلى لنا النهار,TAAK_4_91_3
167,Tafsir Ayat Al Konia,497,504,91,4,"The regular alternation between the dark night and the dazzling day across the hemispheres of the Earth is essential for the stability of life on its surface. This alternation regulates temperature, humidity, and the amounts of light necessary for various life activities such as respiration, transpiration, photosynthesis, and others. Humanity did not discern the distinction between the night of the Earth and the night of the heavens until the advent of space travel.",4,التبادل المنتظم بين الليل المظلم والنهار المبهر على نصفى الكرة الأرضية هو من الضرورات اللازمة لاستقامة الحياة على سطحها، فبهذا التبادل يتم التحكم فى كل من درجات الحرارة، والرطوبة، كميات الضوء اللازمة لمختلف الأنشطة الحياتية من مثل التنفس، والنتح، التمثيل الضوئى، وغيرها. والإنسان لم يدرك التفريق بين ليل الأرض وليل السماء، إلا بعد رحلات الفضاء,TAAK_4_91_4
168,Tafsir Ayat Al Konia,505,516,91,5,"To elucidate the astonishing construction of the heavens in their vastness, the multitude of celestial bodies, the precise cohesion, and the interconnection of its various parts despite its predominantly gaseous nature—all of this signifies the boundless power, the creativity of craftsmanship, the perfection of knowledge, and the profound wisdom, affirming the uniqueness of divinity and lordship to Allah (Glorified and Exalted be He).",4,شرح بناء السماء المذهل فى اتساعه، وتعدد أجرامه، وإحكام تماسكه، وترابط مختلف أجزئه على الرغم من الطبيعة الدخانية الغالبة عليه، وكل ذلك إنما يدل على طلاقة القدرة، وإبداع الصنعة، وكمال العلم، وعظيم الحكمة، بالتفرد بالألوهية، والربوبية لله (جل وعلا),TAAK_4_91_5
169,Tafsir Ayat Al Konia,521,530,95,1-3,"The Qur'anic oath by ""the fig"" highlights the miraculous creation of its fruit and its numerous benefits to humans when consumed as food. The ""olive tree"" is described as a blessed tree, enduring for over a thousand years, with olive oil being among the healthiest oils due to its low content of unsaturated fats, thus not harming humans as other oils might. Mount Sinai, referred to as ""Tur Sinin,"" is the mountain of divine communication where the Torah was revealed to Musa (peace be upon him), a blessed place due to the numerous living miracles it contains. The ""secure city"" is ""Makkah al- Mukarramah,"" home to the Kaaba, the first house established for mankind, and the first land to emerge from the primordial ocean that marked the beginning of the Earth.",4,شرح أن القسم القرآنى بـ«التين» يجىء من الإعجاز فى خلق ثمرته، ومنافعه الجمة للإنسان عند تناوله كغذاء. و«شجرة الزيتون» شجرة مباركة، وكذالك ثمرتها، فهى شجرة مُعمرة قد تعيش لأكثر من ألف سنة، وزيت الزيتون من أصح الزيوت لاحتوائه على نسبة ضئيلة من الدهون الغير مُشبعة؛ ولذلك فهى لا تضر الإنسان كما هو حال باقى الزيوت... وطور سينين هو «طور سيناء» أو جبل المناجاة الذى أُنزلت فيه التوراة على موسى (عليه السلام) وهو مكان مبارك لما فيه من معجزات حية عديدة... والبلد الأمين هو «مكة المكرمة»، وبها الكعبة المشرفة، أول بيت وضع للناس، وهى أول يابسة ظهرت على وجه المحيط الغامر الذى بدأت به الأرض,TAAK_4_95_1-3
